origin_destination_airport,ratio_distance_inefficiency,ratio_ccd_fuel_inefficiency
DAAG-OEMA,1.0285,0.9464
DAAG-OJAI,1.0973,1.0462
DAAG-OLBA,1.0088,0.9258
DAAG-OMDB,1.0371,0.9258
DAAG-OTHH,1.0629,0.9642
DAAG-UUEE,1.0325,1.0249
DAAG-ZBAA,1.0157,1.0175
DAAS-LFLL,1.0177,0.9804
DAAS-LFML,1.0122,0.952
DAAS-LFPO,1.0447,1.0589
DABB-LFLL,1.0285,1.0263
DABB-LFML,1.0208,1.0285
DABB-LFPG,1.0501,1.0781
DABB-LFPO,1.0362,1.0762
DABB-LTFM,1.0183,1.0073
DABC-LFLL,1.0203,0.9799
DABC-LFML,1.0165,0.9701
DABC-LFMN,1.0563,0.9995
DABC-LFPG,1.0506,1.0448
DABC-LFPO,1.0329,1.0499
DABC-LFSB,1.0527,1.0291
DABC-LTBA,1.0521,0.9909
DABC-LTFM,1.0448,0.9875
DABC-OEJN,1.0317,0.9556
DABC-OEMA,1.0309,0.9415
DABT-LFLL,1.017,0.9762
DABT-LFML,1.0145,0.9544
DAOF-DAAG,1.0397,0.9932
DAOI-LFML,1.0247,1.0138
DAOI-LFPG,1.114,1.1255
DAON-DAAG,1.0559,1.104
DAON-LFLL,1.0633,1.048
DAON-LFML,1.0361,1.0419
DAON-LFPG,1.0906,1.1043
DAON-LFPO,1.0704,1.1368
DAOO-DAAG,1.0596,1.1571
DAOO-DAUA,1.1211,1.1639
DAOO-DTTA,1.0241,1.0287
DAOO-EBCI,1.086,1.1282
DAOO-GMMN,1.0513,1.151
DAOO-LEAL,1.2393,1.356
DAOO-LEBL,1.1024,1.1535
DAOO-LFBD,1.1603,1.1874
DAOO-LFBO,1.0531,1.0762
DAOO-LFLL,1.0675,1.0939
DAOO-LFML,1.04,1.0508
DAOO-LFMT,1.1236,1.1136
DAOO-LFPG,1.0868,1.123
DAOO-LFPO,1.0674,1.1273
DAOO-LFQQ,1.0507,1.0733
DAOO-LTBA,1.0536,1.0274
DAOO-LTFM,1.0459,1.0149
DAOO-OEJN,1.0402,0.9962
DAOO-OEMA,1.0363,0.9763
DAOR-DAAG,1.0606,1.0089
DAUA-DAAG,1.0461,1.0207
DAUA-DAOO,1.1008,1.0845
DAUB-LFPO,1.0382,1.0535
DBBB-DIAP,1.0239,1.1046
DBBB-DRRN,1.0339,1.142
DBBB-FGSL,1.0331,1.1107
DBBB-FKKD,1.0944,1.1494
DBBB-FOOL,1.0185,1.0621
DBBB-GABS,1.0173,1.0534
DBBB-GMMN,1.0076,1.069
DBBB-GOBD,1.0786,1.171
DBBB-HAAB,1.0106,1.069
DBBB-LFPG,1.0252,1.0832
DFFD-DGAA,1.0207,1.0028
DFFD-DIAP,1.035,0.9979
DFFD-DRRN,1.0593,1.1185
DFFD-DXXX,1.0695,0.9907
DFFD-EBBR,1.0325,1.0578
DFFD-GMMN,1.03,1.0426
DFFD-GUCY,1.0106,1.0174
DFFD-LFPG,1.0311,1.0324
DFFD-LTFM,1.0475,1.0693
DGAA-DIAP,1.0376,1.1432
DGAA-DNMM,1.079,1.183
DGAA-DXXX,1.0928,1.2964
DGAA-EBBR,1.0254,1.0829
DGAA-EGLL,1.0279,1.0449
DGAA-EHAM,1.0195,1.0679
DGAA-FAOR,1.0079,1.0175
DGAA-GBYD,1.0442,1.4223
DGAA-GFLL,1.0164,1.0445
DGAA-GLRB,1.0073,1.0245
DGAA-GMMN,1.017,1.0567
DGAA-HECA,1.0316,1.0493
DGAA-HKJK,1.0052,1.061
DGAA-KIAD,1.0209,1.161
DGAA-KJFK,1.0121,1.1364
DGAA-LFPG,1.0287,1.0608
DGAA-LIMC,1.0073,1.019
DGAA-LPPT,1.0808,1.1737
DGAA-LTBA,1.0626,1.0881
DGAA-LTFM,1.0574,1.098
DGAA-OLBA,1.1316,1.1069
DGAA-OMDB,1.0277,0.9744
DIAP-DAAG,1.0114,1.019
DIAP-DBBB,1.0538,1.1592
DIAP-DFFD,1.0124,1.236
DIAP-DGAA,1.037,1.2214
DIAP-DNAA,1.0524,1.1801
DIAP-DNMM,1.0437,1.2227
DIAP-DRRN,1.0188,1.1154
DIAP-DTTA,1.0123,1.0869
DIAP-DXXX,1.1125,1.192
DIAP-EBBR,1.0271,1.116
DIAP-FCPP,1.0217,1.2018
DIAP-FKKD,1.0146,1.1474
DIAP-FOOL,1.0181,1.2195
DIAP-GABS,1.0348,1.1901
DIAP-GFLL,1.0098,1.1762
DIAP-GMMN,1.0367,1.098
DIAP-GOBD,1.0392,1.1261
DIAP-GUCY,1.0053,1.1081
DIAP-HAAB,1.0082,1.0465
DIAP-HKJK,1.008,1.0818
DIAP-KEWR,1.0253,1.1691
DIAP-KJFK,1.0176,1.1076
DIAP-LFPG,1.0324,1.0162
DIAP-LFPO,1.0207,1.0716
DIAP-LPPT,1.0407,1.135
DIAP-LTFM,1.0437,1.1011
DNAA-DIAP,1.0295,1.0905
DNAA-DNBE,1.0074,1.3255
DNAA-DNIB,1.0158,1.307
DNAA-DNIM,1.0086,1.1715
DNAA-DNMM,1.0449,1.0941
DNAA-DNPO,1.0164,1.1985
DNAA-DNSO,1.0187,1.185
DNAA-DNYO,1.024,1.1995
DNAA-DXXX,1.0155,1.0091
DNAA-EDDF,1.0237,1.1184
DNAA-EGLL,1.0237,1.0875
DNAA-LFPG,1.022,1.0551
DNAA-LTBA,1.1164,1.1408
DNAA-OMDB,1.0348,0.9296
DNAI-DNMM,1.0591,1.0519
DNBE-DNAA,1.1328,1.1997
DNBE-DNMM,1.1046,1.21
DNCA-DNMM,1.0637,1.0376
DNEN-DNMM,1.0597,1.0377
DNIL-DNAA,1.1319,1.2269
DNIM-DNMM,1.0596,1.0336
DNJO-DNMM,1.034,0.9531
DNKA-DNMM,1.0383,0.9739
DNKN-DNMM,1.0246,1.0394
DNMM-DGAA,1.0192,1.1984
DNMM-DIAP,1.0196,1.1026
DNMM-DNAA,1.1219,1.2326
DNMM-DNBE,1.0425,1.3633
DNMM-DNCA,1.0267,1.0924
DNMM-DNEN,1.0315,1.1536
DNMM-DNIM,1.0181,1.1644
DNMM-DNJO,1.047,1.1747
DNMM-DNKA,1.021,1.0674
DNMM-DNKN,1.0284,1.058
DNMM-DNPO,1.028,1.2166
DNMM-DXXX,1.0324,1.2948
DNMM-EBBR,1.0287,1.0914
DNMM-EDDF,1.0182,1.1126
DNMM-EGLL,1.0294,1.0722
DNMM-EHAM,1.0198,1.0947
DNMM-FAOR,1.0226,1.0476
DNMM-FGSL,1.035,1.1696
DNMM-FKKD,1.0365,1.0869
DNMM-FOOL,1.1653,1.1999
DNMM-GMMN,1.008,1.0862
DNMM-GOBD,1.0253,1.0828
DNMM-HAAB,1.017,1.0471
DNMM-HECA,1.0268,1.0716
DNMM-HKJK,1.0092,1.0707
DNMM-HRYR,1.0058,1.0755
DNMM-KATL,1.0146,1.1602
DNMM-KJFK,1.0189,1.1855
DNMM-LFPG,1.0241,1.0601
DNMM-LIMC,1.01,1.0386
DNMM-LTBA,1.0903,1.1003
DNMM-LTFM,1.0963,1.1305
DNMM-OLBA,1.1098,1.16
DNMM-OMAA,1.0273,1.0303
DNMM-OMDB,1.032,0.9474
DNMM-OTHH,1.339,1.2364
DNPO-DNAA,1.1038,1.2107
DNPO-DNMM,1.0957,1.1463
DNPO-LTFM,1.1037,1.1492
DNSO-DNAA,1.0346,1.0824
DNYO-DNAA,1.0296,1.0124
DRRN-DFFD,1.0229,1.2076
DRRN-DIAP,1.0333,1.0848
DRRN-DTTA,1.0056,1.0871
DRRN-DXXX,1.0144,1.0556
DRRN-FTTJ,1.0099,1.0454
DRRN-GABS,1.0358,1.0629
DRRN-GMMN,1.008,1.0879
DRRN-HAAB,1.008,1.0455
DRRN-LFPG,1.0284,1.0532
DRRN-LTFM,1.0593,1.0913
DTMB-EBBR,1.037,1.0642
DTMB-EDDB,1.0437,1.0425
DTMB-EDDF,1.0601,1.1047
DTMB-EDDH,1.0299,1.0442
DTMB-EDDK,1.0457,1.0955
DTMB-EDDL,1.0522,1.1206
DTMB-EDDM,1.0461,1.0682
DTMB-EDDS,1.0674,1.1505
DTMB-EDDV,1.0244,1.1067
DTMB-LFLL,1.034,1.0369
DTMB-LFML,1.0302,1.0289
DTMB-LFMN,1.0235,1.0311
DTMB-LFPG,1.0414,1.1294
DTMB-LFPO,1.0352,1.0819
DTMB-LFRS,1.0385,1.0917
DTMB-LHBP,1.0463,1.0993
DTMB-LKPR,1.073,1.0886
DTMB-ULLI,1.0137,1.0856
DTMB-UUEE,1.0422,1.0953
DTMB-UUWW,1.0248,1.0901
DTNH-EBAW,1.0223,1.0595
DTNH-EBBR,1.0339,1.0952
DTNH-EGBB,1.0316,1.0486
DTNH-EGCC,1.0347,1.0701
DTNH-EGKK,1.0281,1.0915
DTNH-EGPF,1.018,1.0293
DTNH-ULLI,1.0181,0.9866
DTNH-UUDD,1.0462,1.0609
DTNH-UUEE,1.045,0.9902
DTNH-UUWW,1.0372,0.9726
DTTA-CYUL,1.033,1.1618
DTTA-DAAG,1.0275,1.1645
DTTA-DAOO,1.0112,1.0747
DTTA-DIAP,1.0164,1.1172
DTTA-EBBR,1.0414,1.1266
DTTA-EBCI,1.0498,1.095
DTTA-EDDF,1.0552,1.116
DTTA-EDDK,1.0285,1.1181
DTTA-EDDL,1.0551,1.1284
DTTA-EDDM,1.0494,1.0733
DTTA-EGKK,1.0248,1.1508
DTTA-EGLL,1.0301,1.164
DTTA-EHAM,1.0557,1.1382
DTTA-GMMN,1.0263,1.131
DTTA-HECA,1.025,0.9969
DTTA-HLLB,1.0275,1.0369
DTTA-HLLM,1.1379,1.1465
DTTA-HLLQ,1.0469,1.0596
DTTA-HLLT,1.1057,1.1936
DTTA-HLMS,1.0753,1.1466
DTTA-LEBL,1.1122,1.162
DTTA-LEMD,1.0328,1.1178
DTTA-LFBD,1.0505,1.1485
DTTA-LFBO,1.0626,1.1303
DTTA-LFLL,1.0389,1.0801
DTTA-LFML,1.038,1.0843
DTTA-LFMN,1.0313,1.0976
DTTA-LFPG,1.043,1.1359
DTTA-LFPO,1.0387,1.1169
DTTA-LFQQ,1.0318,1.1214
DTTA-LFRS,1.0391,1.1204
DTTA-LFST,1.0821,1.1405
DTTA-LIMC,1.0303,1.0688
DTTA-LIPE,1.0571,1.0786
DTTA-LIPZ,1.0344,1.0682
DTTA-LIRF,1.1216,1.166
DTTA-LMML,1.0611,1.1638
DTTA-LOWW,1.0447,1.0768
DTTA-LPPT,1.0664,1.191
DTTA-LSGG,1.0576,1.0969
DTTA-LTBA,1.0461,1.0157
DTTA-LTFM,1.0345,1.0156
DTTA-LYBE,1.0454,1.0605
DTTA-OEJN,1.0337,1.0285
DTTA-OEMA,1.0256,0.9758
DTTA-OJAI,1.1212,1.0742
DTTA-OLBA,1.0116,1.0115
DTTA-OMDB,1.0411,0.9202
DTTA-OMSJ,1.0322,0.947
DTTA-OTHH,1.085,1.0179
DTTJ-DTTA,1.0163,1.2361
DTTJ-EBBR,1.031,1.0869
DTTJ-EBOS,1.0385,1.0333
DTTJ-EDDF,1.0542,1.1051
DTTJ-EDDL,1.0431,1.0944
DTTJ-EDDM,1.034,1.0454
DTTJ-ELLX,1.055,1.0632
DTTJ-LFBO,1.0373,1.1116
DTTJ-LFLL,1.0378,1.0627
DTTJ-LFML,1.0243,1.0463
DTTJ-LFMN,1.0275,1.0337
DTTJ-LFPG,1.0438,1.1277
DTTJ-LFPO,1.0378,1.0926
DTTJ-LFQQ,1.0384,1.117
DTTJ-LFRS,1.031,1.1052
DTTJ-LFST,1.0658,1.0879
DTTJ-LIMC,1.0258,1.0483
DTTJ-LSGG,1.0421,1.0544
DTTJ-LSZH,1.0611,1.0908
DTTJ-OEJN,1.0674,1.0689
DTTJ-UUEE,1.0456,1.0502
DTTJ-UUWW,1.0413,1.0189
DTTX-HLLM,1.2344,1.3388
DTTX-HLLT,1.1012,1.3187
DTTX-HLMS,1.0269,1.1645
DTTX-LFPG,1.0401,1.0596
DXXX-DBBB,1.1823,1.3059
DXXX-DGAA,1.0462,1.1232
DXXX-DNMM,1.115,1.3943
DXXX-DRRN,1.0405,1.1074
DXXX-FGSL,1.0361,1.0803
DXXX-FKKD,1.0241,1.0698
DXXX-FOOL,1.0599,1.1597
DXXX-GABS,1.0418,1.017
DXXX-GMMN,1.0097,1.0646
DXXX-GOBD,1.0333,1.0285
DXXX-HAAB,1.0094,1.0816
DXXX-KEWR,1.0389,1.1572
DXXX-LFPG,1.0273,1.0655
EBAW-DTNH,1.0202,1.1198
EBAW-EGLC,1.0497,1.1442
EBAW-EPLB,1.0783,1.1177
EBAW-GMMW,1.0267,1.1586
EBAW-LEAL,1.0341,1.1275
EBAW-LEMG,1.0438,1.1995
EBAW-LEMI,1.023,1.0968
EBAW-LEPA,1.067,1.1723
EBBR-BIKF,1.0348,1.0738
EBBR-BKPR,1.0697,1.0965
EBBR-CYUL,1.0231,1.1794
EBBR-CYYZ,1.0179,1.1956
EBBR-DAAG,1.0381,1.1052
EBBR-DFFD,1.0231,1.1837
EBBR-DGAA,1.0191,1.1401
EBBR-DIAP,1.0136,1.1463
EBBR-DNMM,1.0204,1.0896
EBBR-DTMB,1.0483,1.0994
EBBR-DTNH,1.0295,1.1227
EBBR-DTTA,1.0503,1.1414
EBBR-DTTJ,1.0377,1.111
EBBR-EDDB,1.1456,1.1901
EBBR-EDDF,1.1693,1.3787
EBBR-EDDH,1.1935,1.2653
EBBR-EDDM,1.1045,1.2246
EBBR-EDDP,1.1562,1.2409
EBBR-EDDV,1.1933,1.3908
EBBR-EFHK,1.0427,1.0906
EBBR-EGCC,1.0809,1.284
EBBR-EGKK,1.1499,1.4981
EBBR-EGLL,1.1022,1.3975
EBBR-EGNT,1.1247,1.468
EBBR-EGNX,1.0831,1.2324
EBBR-EGPH,1.0985,1.2129
EBBR-EHAM,1.3314,1.4267
EBBR-EIDW,1.0753,1.2192
EBBR-EKCH,1.0889,1.1292
EBBR-ENGM,1.0421,1.0803
EBBR-EPKK,1.0624,1.09
EBBR-EPWA,1.0508,1.1164
EBBR-ESGG,1.0611,1.1062
EBBR-ESGJ,1.0598,1.1002
EBBR-ESSA,1.0643,1.0706
EBBR-ESSB,1.0484,1.1195
EBBR-EYVI,1.0247,1.0852
EBBR-FKKD,1.018,1.1306
EBBR-FNLU,1.017,1.1225
EBBR-FZAA,1.0157,1.1417
EBBR-GBYD,1.0296,1.1635
EBBR-GCLP,1.0265,1.1913
EBBR-GCRR,1.0235,1.1884
EBBR-GCTS,1.0404,1.1761
EBBR-GFLL,1.0218,1.1622
EBBR-GMAD,1.0273,1.1527
EBBR-GMFF,1.0261,1.1564
EBBR-GMFO,1.0548,1.2186
EBBR-GMME,1.0178,1.1538
EBBR-GMMN,1.0443,1.1393
EBBR-GMMW,1.0415,1.19
EBBR-GMMX,1.0315,1.113
EBBR-GMTT,1.0404,1.1971
EBBR-GOBD,1.0261,1.1815
EBBR-GVBA,1.0122,1.1277
EBBR-HAAB,1.0274,1.0613
EBBR-HECA,1.0166,1.0359
EBBR-HEGN,1.0283,1.0939
EBBR-HEMA,1.0282,1.0732
EBBR-HESH,1.0147,1.0214
EBBR-HRYR,1.043,1.1512
EBBR-KATL,1.0271,1.1841
EBBR-KCVG,1.0204,1.1885
EBBR-KEWR,1.033,1.3301
EBBR-KIAD,1.0229,1.2566
EBBR-KJFK,1.0282,1.201
EBBR-KMIA,1.0325,1.1684
EBBR-KORD,1.0235,1.264
EBBR-LATI,1.0234,1.0538
EBBR-LBBG,1.0208,1.087
EBBR-LBSF,1.0258,1.0867
EBBR-LBWN,1.0359,1.0651
EBBR-LCLK,1.03,1.0347
EBBR-LCPH,1.0214,1.0431
EBBR-LDZA,1.0422,1.0638
EBBR-LEAL,1.0378,1.1162
EBBR-LEAM,1.0342,1.1776
EBBR-LEBB,1.0864,1.1967
EBBR-LEBL,1.0685,1.1468
EBBR-LEGE,1.0542,1.1167
EBBR-LEIB,1.114,1.2116
EBBR-LEMD,1.0699,1.1694
EBBR-LEMG,1.0396,1.1685
EBBR-LEPA,1.061,1.1525
EBBR-LEST,1.0385,1.2185
EBBR-LEVC,1.0422,1.1083
EBBR-LEZL,1.0215,1.1649
EBBR-LFBD,1.0479,1.1816
EBBR-LFBO,1.0654,1.1467
EBBR-LFLL,1.1811,1.2529
EBBR-LFML,1.1324,1.166
EBBR-LFMN,1.1425,1.2314
EBBR-LFPG,1.189,1.4309
EBBR-LFSB,1.066,1.2102
EBBR-LFST,1.0953,1.2684
EBBR-LGAV,1.0313,1.0815
EBBR-LGIR,1.0376,1.1219
EBBR-LGKO,1.023,1.0799
EBBR-LGKR,1.0741,1.1936
EBBR-LGRP,1.0304,1.0916
EBBR-LGSA,1.0354,1.0912
EBBR-LGTS,1.0338,1.0806
EBBR-LGZA,1.0203,1.1312
EBBR-LHBP,1.0525,1.0858
EBBR-LICC,1.0376,1.1142
EBBR-LIMC,1.1532,1.2038
EBBR-LIML,1.134,1.1898
EBBR-LIPE,1.1099,1.1327
EBBR-LIPZ,1.0881,1.0945
EBBR-LIRF,1.0526,1.102
EBBR-LIRN,1.0616,1.1414
EBBR-LIRP,1.0631,1.0638
EBBR-LIRQ,1.0754,1.1047
EBBR-LJLJ,1.0473,1.0718
EBBR-LKPR,1.0988,1.1335
EBBR-LLBG,1.0171,1.0766
EBBR-LMML,1.0267,1.1178
EBBR-LOWW,1.062,1.1217
EBBR-LPFR,1.0358,1.2058
EBBR-LPMA,1.0101,1.143
EBBR-LPPR,1.0338,1.1642
EBBR-LPPT,1.0422,1.1746
EBBR-LRBC,1.0232,1.0425
EBBR-LRIA,1.0327,1.0709
EBBR-LROP,1.0247,1.0379
EBBR-LSGG,1.15,1.2393
EBBR-LSZH,1.1035,1.2352
EBBR-LTAI,1.0233,1.0665
EBBR-LTBA,1.039,1.0104
EBBR-LTBJ,1.0441,1.063
EBBR-LTBS,1.0299,1.087
EBBR-LTBY,1.0197,0.9788
EBBR-LTFE,1.0186,1.0675
EBBR-LTFJ,1.0564,1.0806
EBBR-LTFM,1.0463,1.0386
EBBR-LYBE,1.0331,1.0634
EBBR-MDPC,1.0189,1.1311
EBBR-MDSD,1.0173,1.1089
EBBR-MKJS,1.0231,1.1183
EBBR-MUVR,1.0272,1.1492
EBBR-OJAI,1.0218,1.0263
EBBR-OLBA,1.0189,1.0939
EBBR-OMAA,1.0287,1.0326
EBBR-OMDB,1.0328,0.9879
EBBR-OMSJ,1.1167,1.1145
EBBR-OTHH,1.0484,0.9773
EBBR-RJAA,1.0372,1.121
EBBR-RKSI,1.0336,1.0647
EBBR-UDYZ,1.0334,1.1164
EBBR-UGTB,1.0282,1.1044
EBBR-UKBB,1.0427,1.0886
EBBR-ULLI,1.0503,1.1537
EBBR-UUDD,1.0605,1.1762
EBBR-UUEE,1.0633,1.11
EBBR-VABB,1.0439,1.065
EBBR-ZBAA,1.0145,1.0506
EBBR-ZGSZ,1.0189,1.0291
EBBR-ZSPD,1.0157,1.0266
EBCI-DAAG,1.0555,1.1141
EBCI-DAOO,1.0608,1.1736
EBCI-DTTA,1.0477,1.1129
EBCI-EGCC,1.0883,1.2296
EBCI-EGPF,1.0576,1.1236
EBCI-EGPH,1.0843,1.1744
EBCI-EIDW,1.0839,1.1899
EBCI-EKCH,1.0898,1.1011
EBCI-EPKK,1.0547,1.0372
EBCI-EPMO,1.0362,1.0238
EBCI-EPWA,1.0511,1.0071
EBCI-EPWR,1.0925,1.065
EBCI-ESKN,1.0778,1.0821
EBCI-EVRA,1.0843,1.0656
EBCI-EYVI,1.0194,1.0249
EBCI-GCFV,1.0251,1.0998
EBCI-GCLP,1.0287,1.1453
EBCI-GCRR,1.0288,1.1041
EBCI-GCTS,1.0313,1.1193
EBCI-GMAD,1.0332,1.1052
EBCI-GMFF,1.0407,1.1023
EBCI-GMFO,1.0494,1.1083
EBCI-GMME,1.0256,1.1069
EBCI-GMMN,1.0624,1.1556
EBCI-GMMW,1.0419,1.1231
EBCI-GMMX,1.0269,1.0936
EBCI-GMTT,1.0394,1.104
EBCI-HESH,1.0206,1.0471
EBCI-LBSF,1.0363,1.0171
EBCI-LDPL,1.1198,1.1009
EBCI-LDZD,1.0717,1.0642
EBCI-LEAL,1.0515,1.1046
EBCI-LEAM,1.0548,1.1366
EBCI-LEBL,1.0866,1.1471
EBCI-LEGE,1.0654,1.1044
EBCI-LEIB,1.1116,1.1447
EBCI-LEMD,1.0554,1.1119
EBCI-LEMG,1.0409,1.1296
EBCI-LEMI,1.0363,1.1134
EBCI-LEPA,1.0655,1.0894
EBCI-LERS,1.0877,1.1081
EBCI-LEVC,1.0423,1.0883
EBCI-LEXJ,1.0525,1.1137
EBCI-LEZG,1.0717,1.0908
EBCI-LEZL,1.0271,1.0868
EBCI-LFBD,1.0591,1.1655
EBCI-LFBE,1.0607,1.1995
EBCI-LFBH,1.0924,1.2289
EBCI-LFBO,1.0943,1.1528
EBCI-LFBZ,1.0405,1.129
EBCI-LFCR,1.1001,1.1958
EBCI-LFKB,1.1183,1.2037
EBCI-LFKF,1.0958,1.1652
EBCI-LFKJ,1.078,1.1978
EBCI-LFMK,1.1032,1.1764
EBCI-LFML,1.1634,1.1584
EBCI-LFMP,1.0793,1.1446
EBCI-LFMU,1.0843,1.1858
EBCI-LFTH,1.3499,1.4347
EBCI-LFTW,1.1658,1.2262
EBCI-LGAV,1.0439,1.0606
EBCI-LGKR,1.0523,1.08
EBCI-LGRP,1.0343,1.0877
EBCI-LGSA,1.0454,1.0612
EBCI-LGTS,1.0292,1.0485
EBCI-LHBP,1.0661,1.0571
EBCI-LIBD,1.0449,1.0327
EBCI-LIBP,1.0481,1.0556
EBCI-LIBR,1.0592,1.0562
EBCI-LICA,1.0327,1.0461
EBCI-LICB,1.0633,1.0789
EBCI-LICJ,1.0513,1.0618
EBCI-LIEA,1.0466,1.0631
EBCI-LIEE,1.0684,1.0674
EBCI-LIME,1.16,1.1884
EBCI-LIMF,1.2181,1.2535
EBCI-LIPE,1.0922,1.0794
EBCI-LIPH,1.0805,1.0697
EBCI-LIPX,1.1277,1.1307
EBCI-LIPY,1.0706,1.0809
EBCI-LIRA,1.039,1.0295
EBCI-LIRN,1.0736,1.0841
EBCI-LIRP,1.0643,1.0571
EBCI-LIRZ,1.0548,1.0302
EBCI-LKPR,1.0854,1.0871
EBCI-LMML,1.0336,1.0527
EBCI-LPFR,1.042,1.1442
EBCI-LPPR,1.0303,1.1038
EBCI-LPPT,1.0484,1.1446
EBCI-LQBK,1.0487,1.0482
EBCI-LRCL,1.0496,1.0909
EBCI-LRCV,1.0501,1.1052
EBCI-LRIA,1.0364,1.0892
EBCI-LROP,1.0391,1.0379
EBCI-LRSB,1.0349,1.0761
EBCI-LRTR,1.0421,1.0611
EBCI-LTFJ,1.0498,1.0978
EBCI-LUKK,1.0375,1.088
EBCI-LWSK,1.0322,1.0385
EBCI-LYPG,1.0462,1.0427
EBCI-LZIB,1.0829,1.0781
EBCI-UMMS,1.0374,1.1388
EBLG-BIKF,1.0387,1.0594
EBLG-EDDE,1.1014,1.2841
EBLG-EDDM,1.1074,1.3337
EBLG-EDDN,1.075,1.2569
EBLG-EFHK,1.0287,1.1091
EBLG-EGNX,1.06,1.2436
EBLG-EGPH,1.0576,1.1786
EBLG-EGSS,1.0663,1.2748
EBLG-EIDW,1.0398,1.1919
EBLG-ENGM,1.077,1.1543
EBLG-EPWA,1.0502,1.0988
EBLG-ESMS,1.0389,1.1621
EBLG-ESSA,1.0552,1.1206
EBLG-GCTS,1.0389,1.1635
EBLG-KJFK,1.0315,1.2004
EBLG-LEAL,1.2231,1.3423
EBLG-LEBL,1.0928,1.1417
EBLG-LEMD,1.0452,1.0753
EBLG-LEVT,1.0226,1.1092
EBLG-LFLL,1.1031,1.204
EBLG-LFML,1.0621,1.1269
EBLG-LFRN,1.0277,1.2011
EBLG-LHBP,1.0658,1.1245
EBLG-LIMC,1.1342,1.3004
EBLG-LIPZ,1.0924,1.1793
EBLG-LIRA,1.0415,1.0651
EBLG-LKPR,1.0976,1.1437
EBLG-LLBG,1.0422,1.0604
EBLG-LPPR,1.0179,1.0803
EBLG-LTAU,1.0219,1.0524
EBLG-LTFJ,1.0478,1.0245
EBLG-OMDB,1.0319,0.9841
EBLG-ZSJN,1.0151,1.0666
EBLG-ZSPD,1.0133,1.0433
EBOS-DTNH,1.0478,1.0858
EBOS-HECA,1.0155,1.0076
EBOS-HESH,1.0179,1.0313
EBOS-LEAL,1.0546,1.1139
EBOS-LEMG,1.0686,1.1768
EBOS-LTAI,1.0238,1.0406
EBOS-LTBY,1.0206,1.0349
EDDB-BIKF,1.0243,1.1783
EDDB-BKPR,1.1659,1.2271
EDDB-DTMB,1.0259,1.0923
EDDB-EBBR,1.043,1.1445
EDDB-EDDK,1.0624,1.2531
EDDB-EETN,1.055,1.0968
EDDB-EFLP,1.0312,1.0597
EDDB-EGAA,1.0403,1.1378
EDDB-EGCC,1.0497,1.1706
EDDB-EGGD,1.0254,1.143
EDDB-EGGP,1.0562,1.1878
EDDB-EGGW,1.0358,1.1422
EDDB-EGKK,1.0534,1.1877
EDDB-EGNX,1.1042,1.1637
EDDB-EGPF,1.0718,1.1898
EDDB-EGPH,1.091,1.1844
EDDB-EGSS,1.0358,1.1127
EDDB-EHAM,1.0854,1.2789
EDDB-EIDW,1.0352,1.1583
EDDB-EIKY,1.0338,1.1526
EDDB-EKBI,1.073,1.2197
EDDB-EKCH,1.0909,1.3353
EDDB-ELLX,1.049,1.3163
EDDB-ENBR,1.0403,1.1231
EDDB-ENGM,1.0454,1.1247
EDDB-EPKK,1.1046,1.1527
EDDB-ESSA,1.053,1.1069
EDDB-EVRA,1.1196,1.1333
EDDB-EYVI,1.0409,1.0604
EDDB-GCFV,1.0366,1.1137
EDDB-GCLA,1.0286,1.1797
EDDB-GCLP,1.0407,1.1322
EDDB-GCRR,1.0377,1.1265
EDDB-GCTS,1.0372,1.1511
EDDB-GMMX,1.0328,1.1188
EDDB-HECA,1.0211,1.0692
EDDB-LBSF,1.0486,1.0747
EDDB-LBWN,1.0405,1.0924
EDDB-LCLK,1.0416,1.1441
EDDB-LDSP,1.0644,1.1638
EDDB-LDZD,1.0429,1.0709
EDDB-LEAL,1.0644,1.143
EDDB-LEBL,1.0492,1.1456
EDDB-LEMD,1.0589,1.1257
EDDB-LEMG,1.0517,1.1793
EDDB-LEPA,1.0512,1.1705
EDDB-LEVC,1.0503,1.1168
EDDB-LEXJ,1.0518,1.163
EDDB-LEZL,1.0452,1.1452
EDDB-LFBD,1.0543,1.1776
EDDB-LFBO,1.0607,1.114
EDDB-LFLL,1.0619,1.1268
EDDB-LFML,1.1269,1.2022
EDDB-LFMN,1.1331,1.226
EDDB-LFPG,1.0615,1.1564
EDDB-LFRS,1.0405,1.1493
EDDB-LFSB,1.0832,1.2943
EDDB-LGAV,1.0428,1.1191
EDDB-LGIR,1.0404,1.1705
EDDB-LGKR,1.0546,1.1504
EDDB-LGTS,1.0486,1.1118
EDDB-LHBP,1.0949,1.1572
EDDB-LIBD,1.0544,1.095
EDDB-LICC,1.045,1.097
EDDB-LICJ,1.0367,1.0873
EDDB-LIEE,1.0532,1.1842
EDDB-LIEO,1.0842,1.1792
EDDB-LIMC,1.1632,1.2409
EDDB-LIME,1.1347,1.1863
EDDB-LIMF,1.1426,1.1754
EDDB-LIPE,1.0624,1.0918
EDDB-LIPH,1.1279,1.1829
EDDB-LIPZ,1.1422,1.1231
EDDB-LIRA,1.0347,1.0785
EDDB-LIRN,1.0512,1.1343
EDDB-LIRP,1.0657,1.1074
EDDB-LJLJ,1.1283,1.2433
